sequence_id,sp,scaffold_base,propeptide,nglyc,protein_length,raw_pll_mean,pseudo_pLDDT
sp_SPlipase_pro__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_native,285,-0.1405,88.84
sp_SPlipase_pro__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_ablated,287,-0.1419,88.80
sp_SPlipase_pro__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_native,287,-0.1419,88.80
sp_SPlipase_pro__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase_pro,glaA_KRGGG_pts1ok,none,nglyc_ablated,276,-0.1287,89.18
sp_SPlipase_pro__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_native,SPlipase_pro,glaA_KRGGG_pts1ok,none,nglyc_native,276,-0.1287,89.18
sp_SPlipase_pro__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,282,-0.1349,89.00
sp_SPlipase_pro__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,282,-0.1349,89.00
sp_SPlipase_pro__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_KR_3xAla,long_kex2_pro,nglyc_ablated,290,-0.1472,88.65
sp_SPlipase_pro__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_KR_3xAla,long_kex2_pro,nglyc_native,290,-0.1472,88.65
sp_SPlipase_pro__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPlipase_pro,glaA_KR_3xAla,none,nglyc_ablated,279,-0.1344,89.02
sp_SPlipase_pro__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_native,SPlipase_pro,glaA_KR_3xAla,none,nglyc_native,279,-0.1344,89.02
sp_SPlipase_pro__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_KR_3xAla,short_kex2_pro,nglyc_ablated,285,-0.1405,88.84
sp_SPlipase_pro__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_KR_3xAla,short_kex2_pro,nglyc_native,285,-0.1405,88.84
sp_SPlipase_pro__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_KR_pts1ok,long_kex2_pro,nglyc_ablated,287,-0.1419,88.80
sp_SPlipase_pro__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_KR_pts1ok,long_kex2_pro,nglyc_native,287,-0.1419,88.80
sp_SPlipase_pro__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase_pro,glaA_KR_pts1ok,none,nglyc_ablated,276,-0.1287,89.18
sp_SPlipase_pro__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_native,SPlipase_pro,glaA_KR_pts1ok,none,nglyc_native,276,-0.1287,89.18
sp_SPlipase_pro__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,282,-0.1349,89.00
sp_SPlipase_pro__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,282,-0.1349,89.00
sp_SPlipase_pro__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_ablated,290,-0.1472,88.65
sp_SPlipase_pro__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_native,290,-0.1472,88.65
sp_SPlipase_pro__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPlipase_pro,glaA_trunc_KR_3xAla,none,nglyc_ablated,279,-0.1344,89.02
sp_SPlipase_pro__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_native,SPlipase_pro,glaA_trunc_KR_3xAla,none,nglyc_native,279,-0.1344,89.02
sp_SPlipase_pro__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_ablated,285,-0.1405,88.84
sp_SPlipase_pro__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_native,285,-0.1405,88.84
sp_SPlipase_pro__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_ablated,287,-0.1419,88.80
sp_SPlipase_pro__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_native,287,-0.1419,88.80
sp_SPlipase_pro__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase_pro,glaA_trunc_KR_pts1ok,none,nglyc_ablated,276,-0.1287,89.18
sp_SPlipase_pro__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_native,SPlipase_pro,glaA_trunc_KR_pts1ok,none,nglyc_native,276,-0.1287,89.18
sp_SPlipase_pro__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,282,-0.1349,89.00
sp_SPlipase_pro__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,282,-0.1349,89.00
sp_SPlipase_pro__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_ablated,287,-0.1419,88.80
sp_SPlipase_pro__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase_pro,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_native,287,-0.1419,88.80
sp_SPlipase_pro__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase_pro,tandem_KEX2_pts1ok,none,nglyc_ablated,276,-0.1287,89.18
sp_SPlipase_pro__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_native,SPlipase_pro,tandem_KEX2_pts1ok,none,nglyc_native,276,-0.1287,89.18
sp_SPlipase_pro__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,282,-0.1349,89.00
sp_SPlipase_pro__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase_pro,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,282,-0.1349,89.00
sp_SPpepO__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO,direct_3xAla_pts1blk,long_kex2_pro,nglyc_ablated,281,-0.1715,87.96
sp_SPpepO__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO,direct_3xAla_pts1blk,long_kex2_pro,nglyc_native,281,-0.1715,87.96
sp_SPpepO__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_ablated,SPpepO,direct_3xAla_pts1blk,none,nglyc_ablated,270,-0.1494,88.59
sp_SPpepO__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_native,SPpepO,direct_3xAla_pts1blk,none,nglyc_native,270,-0.1494,88.59
sp_SPpepO__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,276,-0.1825,87.64
sp_SPpepO__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,276,-0.1825,87.64
sp_SPpepO__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO,direct_his6_pts1ok,long_kex2_pro,nglyc_ablated,284,-0.1653,88.13
sp_SPpepO__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO,direct_his6_pts1ok,long_kex2_pro,nglyc_native,284,-0.1653,88.13
sp_SPpepO__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO,direct_his6_pts1ok,none,nglyc_ablated,273,-0.1437,88.75
sp_SPpepO__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_native,SPpepO,direct_his6_pts1ok,none,nglyc_native,273,-0.1437,88.75
sp_SPpepO__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,279,-0.1759,87.83
sp_SPpepO__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO,direct_his6_pts1ok,short_kex2_pro,nglyc_native,279,-0.1759,87.83
sp_SPpepO__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO,direct_natag_pts1ok,long_kex2_pro,nglyc_ablated,278,-0.1674,88.07
sp_SPpepO__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO,direct_natag_pts1ok,long_kex2_pro,nglyc_native,278,-0.1674,88.07
sp_SPpepO__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO,direct_natag_pts1ok,none,nglyc_ablated,267,-0.1444,88.73
sp_SPpepO__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_native,SPpepO,direct_natag_pts1ok,none,nglyc_native,267,-0.1444,88.73
sp_SPpepO__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,273,-0.1772,87.79
sp_SPpepO__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO,direct_natag_pts1ok,short_kex2_pro,nglyc_native,273,-0.1772,87.79
sp_SPpepO__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_ablated,281,-0.1715,87.96
sp_SPpepO__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_native,281,-0.1715,87.96
sp_SPpepO__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_ablated,SPpepO,glaA_KRGGG_3xAla,none,nglyc_ablated,270,-0.1494,88.59
sp_SPpepO__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_native,SPpepO,glaA_KRGGG_3xAla,none,nglyc_native,270,-0.1494,88.59
sp_SPpepO__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_ablated,276,-0.1825,87.64
sp_SPpepO__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_native,276,-0.1825,87.64
sp_SPpepO__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_ablated,278,-0.1674,88.07
sp_SPpepO__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_native,278,-0.1674,88.07
sp_SPpepO__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO,glaA_KRGGG_pts1ok,none,nglyc_ablated,267,-0.1444,88.73
sp_SPpepO__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_native,SPpepO,glaA_KRGGG_pts1ok,none,nglyc_native,267,-0.1444,88.73
sp_SPpepO__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,273,-0.1772,87.79
sp_SPpepO__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,273,-0.1772,87.79
sp_SPpepO__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_KR_3xAla,long_kex2_pro,nglyc_ablated,281,-0.1715,87.96
sp_SPpepO__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_KR_3xAla,long_kex2_pro,nglyc_native,281,-0.1715,87.96
sp_SPpepO__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPpepO,glaA_KR_3xAla,none,nglyc_ablated,270,-0.1494,88.59
sp_SPpepO__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_native,SPpepO,glaA_KR_3xAla,none,nglyc_native,270,-0.1494,88.59
sp_SPpepO__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_KR_3xAla,short_kex2_pro,nglyc_ablated,276,-0.1825,87.64
sp_SPpepO__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_KR_3xAla,short_kex2_pro,nglyc_native,276,-0.1825,87.64
sp_SPpepO__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_KR_pts1ok,long_kex2_pro,nglyc_ablated,278,-0.1674,88.07
sp_SPpepO__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_KR_pts1ok,long_kex2_pro,nglyc_native,278,-0.1674,88.07
sp_SPpepO__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO,glaA_KR_pts1ok,none,nglyc_ablated,267,-0.1444,88.73
sp_SPpepO__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_native,SPpepO,glaA_KR_pts1ok,none,nglyc_native,267,-0.1444,88.73
sp_SPpepO__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,273,-0.1772,87.79
sp_SPpepO__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,273,-0.1772,87.79
sp_SPpepO__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_ablated,281,-0.1715,87.96
sp_SPpepO__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_native,281,-0.1715,87.96
sp_SPpepO__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPpepO,glaA_trunc_KR_3xAla,none,nglyc_ablated,270,-0.1494,88.59
sp_SPpepO__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_native,SPpepO,glaA_trunc_KR_3xAla,none,nglyc_native,270,-0.1494,88.59
sp_SPpepO__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_ablated,276,-0.1825,87.64
sp_SPpepO__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_native,276,-0.1825,87.64
sp_SPpepO__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_ablated,278,-0.1674,88.07
sp_SPpepO__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_native,278,-0.1674,88.07
sp_SPpepO__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO,glaA_trunc_KR_pts1ok,none,nglyc_ablated,267,-0.1444,88.73
sp_SPpepO__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_native,SPpepO,glaA_trunc_KR_pts1ok,none,nglyc_native,267,-0.1444,88.73
sp_SPpepO__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,273,-0.1772,87.79
sp_SPpepO__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,273,-0.1772,87.79
sp_SPpepO__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_ablated,278,-0.1674,88.07
sp_SPpepO__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_native,278,-0.1674,88.07
sp_SPpepO__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO,tandem_KEX2_pts1ok,none,nglyc_ablated,267,-0.1444,88.73
sp_SPpepO__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_native,SPpepO,tandem_KEX2_pts1ok,none,nglyc_native,267,-0.1444,88.73
sp_SPpepO__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,273,-0.1772,87.79
sp_SPpepO__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,273,-0.1772,87.79
sp_SPpepO_pro__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,direct_3xAla_pts1blk,long_kex2_pro,nglyc_ablated,309,-0.1764,87.82
sp_SPpepO_pro__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO_pro,direct_3xAla_pts1blk,long_kex2_pro,nglyc_native,309,-0.1764,87.82
sp_SPpepO_pro__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_ablated,SPpepO_pro,direct_3xAla_pts1blk,none,nglyc_ablated,298,-0.1647,88.15
sp_SPpepO_pro__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_native,SPpepO_pro,direct_3xAla_pts1blk,none,nglyc_native,298,-0.1647,88.15
sp_SPpepO_pro__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,304,-0.1705,87.98
sp_SPpepO_pro__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO_pro,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,304,-0.1705,87.98
sp_SPpepO_pro__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,direct_his6_pts1ok,long_kex2_pro,nglyc_ablated,312,-0.1704,87.99
sp_SPpepO_pro__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO_pro,direct_his6_pts1ok,long_kex2_pro,nglyc_native,312,-0.1704,87.99
sp_SPpepO_pro__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO_pro,direct_his6_pts1ok,none,nglyc_ablated,301,-0.1571,88.37
sp_SPpepO_pro__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_native,SPpepO_pro,direct_his6_pts1ok,none,nglyc_native,301,-0.1571,88.37
sp_SPpepO_pro__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,307,-0.1642,88.17
sp_SPpepO_pro__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO_pro,direct_his6_pts1ok,short_kex2_pro,nglyc_native,307,-0.1642,88.17
sp_SPpepO_pro__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,direct_natag_pts1ok,long_kex2_pro,nglyc_ablated,306,-0.1709,87.97
sp_SPpepO_pro__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO_pro,direct_natag_pts1ok,long_kex2_pro,nglyc_native,306,-0.1709,87.97
sp_SPpepO_pro__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO_pro,direct_natag_pts1ok,none,nglyc_ablated,295,-0.1593,88.31
sp_SPpepO_pro__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_native,SPpepO_pro,direct_natag_pts1ok,none,nglyc_native,295,-0.1593,88.31
sp_SPpepO_pro__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,301,-0.1652,88.14
sp_SPpepO_pro__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO_pro,direct_natag_pts1ok,short_kex2_pro,nglyc_native,301,-0.1652,88.14
sp_SPpepO_pro__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_ablated,309,-0.1764,87.82
sp_SPpepO_pro__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_native,309,-0.1764,87.82
sp_SPpepO_pro__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_ablated,SPpepO_pro,glaA_KRGGG_3xAla,none,nglyc_ablated,298,-0.1647,88.15
sp_SPpepO_pro__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_native,SPpepO_pro,glaA_KRGGG_3xAla,none,nglyc_native,298,-0.1647,88.15
sp_SPpepO_pro__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_ablated,304,-0.1705,87.98
sp_SPpepO_pro__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_native,304,-0.1705,87.98
sp_SPpepO_pro__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_ablated,306,-0.1709,87.97
sp_SPpepO_pro__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_native,306,-0.1709,87.97
sp_SPpepO_pro__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO_pro,glaA_KRGGG_pts1ok,none,nglyc_ablated,295,-0.1593,88.31
sp_SPpepO_pro__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_native,SPpepO_pro,glaA_KRGGG_pts1ok,none,nglyc_native,295,-0.1593,88.31
sp_SPpepO_pro__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,301,-0.1652,88.14
sp_SPpepO_pro__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,301,-0.1652,88.14
sp_SPpepO_pro__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_KR_3xAla,long_kex2_pro,nglyc_ablated,309,-0.1764,87.82
sp_SPpepO_pro__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_KR_3xAla,long_kex2_pro,nglyc_native,309,-0.1764,87.82
sp_SPpepO_pro__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPpepO_pro,glaA_KR_3xAla,none,nglyc_ablated,298,-0.1647,88.15
sp_SPpepO_pro__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_native,SPpepO_pro,glaA_KR_3xAla,none,nglyc_native,298,-0.1647,88.15
sp_SPpepO_pro__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_KR_3xAla,short_kex2_pro,nglyc_ablated,304,-0.1705,87.98
sp_SPpepO_pro__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_KR_3xAla,short_kex2_pro,nglyc_native,304,-0.1705,87.98
sp_SPpepO_pro__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_KR_pts1ok,long_kex2_pro,nglyc_ablated,306,-0.1709,87.97
sp_SPpepO_pro__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_KR_pts1ok,long_kex2_pro,nglyc_native,306,-0.1709,87.97
sp_SPpepO_pro__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO_pro,glaA_KR_pts1ok,none,nglyc_ablated,295,-0.1593,88.31
sp_SPpepO_pro__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_native,SPpepO_pro,glaA_KR_pts1ok,none,nglyc_native,295,-0.1593,88.31
sp_SPpepO_pro__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,301,-0.1652,88.14
sp_SPpepO_pro__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,301,-0.1652,88.14
sp_SPpepO_pro__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_ablated,309,-0.1764,87.82
